date,window,industry,rank,ret,rel,members
2026-08-04,3M,Packaged Software,26,12.689835442807864,7.910197194813648,36
2026-08-04,3M,Miscellaneous Commercial Services,27,12.194511094518516,7.4148728465243,33
2026-08-04,3M,Textiles,28,12.00619215555248,7.226553907558264,31
2026-08-04,3M,Real Estate Development,29,11.645551023220085,6.865912775225867,35
2026-08-04,3M,Chemicals: Major Diversified,30,11.320930831954913,6.541292583960695,13
2026-08-04,3M,Apparel/Footwear,31,11.310509149502543,6.530870901508328,18
2026-08-04,3M,Metal Fabrication,32,11.243794550901708,6.464156302907492,27
2026-08-04,3M,Electronics/Appliance Stores,33,10.906212562226838,6.126574314232622,2
2026-08-04,3M,Hospital/Nursing Management,34,10.853690249278232,6.0740520012840165,17
2026-08-04,3M,Motor Vehicles,35,10.57080802127602,5.791169773281805,16
2026-08-04,3M,Home Furnishings,36,10.405151449129214,5.625513201134998,7
2026-08-04,3M,Pharmaceuticals: Other,37,10.247499551760676,5.46786130376646,5
2026-08-04,3M,Wireless Telecommunications,38,10.233484554050507,5.453846306056292,3
2026-08-04,3M,Financial Conglomerates,39,9.66188436333768,4.882246115343463,8
2026-08-04,3M,Restaurants,40,8.917102380781674,4.137464132787459,7
2026-08-04,3M,Chemicals: Specialty,41,8.61790527927724,3.838267031283024,49
2026-08-04,3M,Homebuilding,42,8.601089515739538,3.8214512677453225,4
2026-08-04,3M,Regional Banks,43,8.566055074406078,3.7864168264118634,19
2026-08-04,3M,Electronics/Appliances,44,8.066862876579332,3.2872246285851165,9
2026-08-04,3M,Hotels/Resorts/Cruise lines,45,7.904150075283356,3.1245118272891403,15
2026-08-04,3M,Finance/Rental/Leasing,46,7.685295268701366,2.9056570207071504,55
2026-08-04,3M,Food: Major Diversified,47,7.510012244830055,2.730373996835839,5
2026-08-04,3M,Information Technology Services,48,7.35726581461379,2.577627566619574,30
2026-08-04,3M,Automotive Aftermarket,49,7.297513335325815,2.5178750873316,8
2026-08-04,3M,Oil & Gas Production,50,6.832458712764312,2.0528204647700967,2
2026-08-04,3M,Industrial Machinery,51,5.920159984390208,1.140521736395992,52
2026-08-04,3M,Coal,52,5.783089366134227,1.0034511181400116,4
2026-08-04,3M,Electrical Products,53,4.807613465706477,0.0279752177122611,51
2026-08-04,3M,Life/Health Insurance,54,4.228787780653673,-0.5508504673405428,8
2026-08-04,3M,Real Estate Investment Trusts,55,3.471069651170703,-1.3085685968235126,7
2026-08-04,3M,Construction Materials,56,3.3900767345762715,-1.3895615134179442,17
2026-08-04,3M,Food: Specialty/Candy,57,3.213098117599744,-1.566540130394472,18
2026-08-04,3M,Marine Shipping,58,3.0227619477687884,-1.7568763002254273,3
2026-08-04,3M,Miscellaneous,59,2.766585653909601,-2.0130525940846145,2
2026-08-04,3M,Building Products,60,2.5248821555121594,-2.254756092482056,12
2026-08-04,3M,Engineering & Construction,61,2.490832007151094,-2.2888062408431216,51
2026-08-04,3M,Semiconductors,62,2.0180402044648,-2.761598043529416,10
2026-08-04,3M,Integrated Oil,63,1.3410352961889531,-3.4386029518052625,4
2026-08-04,3M,Major Banks,64,0.8599108176382382,-3.9197274303559775,22
2026-08-04,3M,Multi-Line Insurance,65,0.6450674173341513,-4.134570830660064,5
2026-08-04,3M,Agricultural Commodities/Milling,66,0.5889017332013804,-4.190736514792835,24
2026-08-04,3M,Data Processing Services,67,0.4445306103921395,-4.335107637602076,3
2026-08-04,3M,Trucks/Construction/Farm Machinery,68,0.1859287469038498,-4.593709501090366,19
2026-08-04,3M,Aerospace & Defense,69,0.1822119908273797,-4.597426257166836,9
2026-08-04,3M,Cable/Satellite TV,70,-0.0035063113604469,-4.783144559354662,2
2026-08-04,3M,Financial Publishing/Services,71,-0.6358143162756094,-5.415452564269825,2
2026-08-04,3M,Investment Managers,72,-0.683607205742722,-5.4632454537369375,12
2026-08-04,3M,Chemicals: Agricultural,73,-0.6884803745731223,-5.468118622567338,25
2026-08-04,3M,Investment Trusts/Mutual Funds,74,-1.0881426297183945,-5.86778087771261,5
2026-08-04,3M,Railroads,75,-1.1016923959178415,-5.881330643912057,2
2026-08-04,3M,Food: Meat/Fish/Dairy,76,-1.155266559836931,-5.934904807831146,6
2026-08-04,3M,Trucking,77,-1.354357871292489,-6.133996119286705,3
2026-08-04,3M,Office Equipment/Supplies,78,-1.5795208046102582,-6.359159052604474,6
2026-08-04,3M,Apparel/Footwear Retail,79,-1.9716510397414568,-6.7512892877356725,12
2026-08-04,3M,Household/Personal Care,80,-2.022442452635775,-6.802080700629991,12
2026-08-04,3M,Steel,81,-2.1685364724432734,-6.948174720437489,48
2026-08-04,3M,Gas Distributors,82,-2.529273603591275,-7.30891185158549,6
2026-08-04,3M,Other Consumer Services,83,-2.660932277713483,-7.440570525707699,5
2026-08-04,3M,Miscellaneous Manufacturing,84,-2.7037680490231697,-7.483406297017385,12
2026-08-04,3M,Investment Banks/Brokers,85,-3.345595779437325,-8.12523402743154,22
2026-08-04,3M,Major Telecommunications,86,-4.463534183197779,-9.243172431191994,5
2026-08-04,3M,Pulp & Paper,87,-4.661179544371807,-9.440817792366024,3
2026-08-04,3M,Oil Refining/Marketing,88,-4.939475169928616,-9.71911341792283,10
2026-08-04,3M,Broadcasting,89,-5.175369272260943,-9.955007520255158,3
2026-08-04,3M,Publishing: Newspapers,90,-5.477575185576107,-10.257213433570325,2
2026-08-04,3M,Alternative Power Generation,91,-6.096048711204606,-10.875686959198822,10
2026-08-04,3M,Other Metals/Minerals,92,-6.483302601361435,-11.262940849355653,15
2026-08-04,3M,Tobacco,93,-6.543083711164306,-11.32272195915852,3
2026-08-04,3M,Electric Utilities,94,-6.986025556357343,-11.765663804351558,23
2026-08-04,3M,Industrial Conglomerates,95,-8.398521019051284,-13.1781592670455,4
2026-08-04,3M,Specialty Insurance,96,-9.160524944265202,-13.940163192259416,2
2026-08-04,3M,Aluminum,97,-10.33245161366072,-15.112089861654937,4
2026-08-05,3M,Electronics Distributors,1,60.5570718057752,56.48837752643036,4
2026-08-05,3M,Biotechnology,2,41.26313730393096,37.19444302458612,4
2026-08-05,3M,Telecommunications Equipment,3,32.92064962547987,28.851955346135032,7
2026-08-05,3M,Electronic Components,4,32.461191745782195,28.39249746643736,5
2026-08-05,3M,Medical Specialties,5,32.087323846959116,28.01862956761428,5
2026-08-05,3M,Wholesale Distributors,6,28.50499124497974,24.436296965634902,15
2026-08-05,3M,Airlines,7,22.739529880603023,18.670835601258187,2
2026-08-05,3M,Specialty Stores,8,22.003479361251106,17.93478508190627,11
2026-08-05,3M,Electronic Production Equipment,9,20.459492004480833,16.390797725135997,9
2026-08-05,3M,Oilfield Services/Equipment,10,19.698910344031646,15.63021606468681,2
2026-08-05,3M,Other Consumer Specialties,11,19.120036256128085,15.051341976783249,18
2026-08-05,3M,Personnel Services,12,17.143517163578313,13.074822884233477,2
2026-08-05,3M,Electronic Equipment/Instruments,13,16.792848353910934,12.724154074566098,8
2026-08-05,3M,Electronics/Appliance Stores,14,16.532523284176122,12.463829004831286,2
2026-08-05,3M,Auto Parts: OEM,15,15.68140618031089,11.612711900966055,51
2026-08-05,3M,Medical/Nursing Services,16,15.658261309337247,11.58956702999241,10
2026-08-05,3M,Other Transportation,17,15.194997433026293,11.126303153681455,4
2026-08-05,3M,Internet Retail,18,14.367524060244353,10.298829780899517,4
2026-08-05,3M,Beverages: Alcoholic,19,13.651965832491399,9.583271553146563,9
2026-08-05,3M,Internet Software/Services,20,13.14375901641078,9.075064737065944,13
2026-08-05,3M,Packaged Software,21,13.083191475487013,9.014497196142177,35
2026-08-05,3M,Pharmaceuticals: Major,22,12.901873635787263,8.833179356442425,77
2026-08-05,3M,Movies/Entertainment,23,12.890783568502997,8.82208928915816,8
2026-08-05,3M,Metal Fabrication,24,12.585354676574354,8.516660397229519,26
2026-08-05,3M,Restaurants,25,12.486268577876189,8.417574298531353,7
2026-08-05,3M,Containers/Packaging,26,12.384507883463066,8.31581360411823,10
2026-08-05,3M,Industrial Specialties,27,12.322274061290356,8.253579781945518,26
2026-08-05,3M,Home Furnishings,28,12.307541555152854,8.238847275808016,7
2026-08-05,3M,Apparel/Footwear,29,11.917157550718528,7.848463271373691,18
2026-08-05,3M,Chemicals: Major Diversified,30,10.772563117795029,6.703868838450192,11
2026-08-05,3M,Textiles,31,10.692958946693551,6.624264667348714,28
2026-08-05,3M,Miscellaneous Commercial Services,32,10.663279660631158,6.594585381286321,32
2026-08-05,3M,Electronics/Appliances,33,10.40540637447342,6.336712095128584,9
2026-08-05,3M,Real Estate Development,34,9.953590440482378,5.884896161137541,33
2026-08-05,3M,Motor Vehicles,35,9.887178485214651,5.818484205869814,16
2026-08-05,3M,Hospital/Nursing Management,36,9.782405611173653,5.713711331828816,18
2026-08-05,3M,Forest Products,37,9.40251006922217,5.333815789877334,4
2026-08-05,3M,Air Freight/Couriers,38,8.860353324914433,4.791659045569596,10
2026-08-05,3M,Pharmaceuticals: Other,39,8.68741778544176,4.618723506096923,6
2026-08-05,3M,Financial Conglomerates,40,8.156437494631486,4.0877432152866495,8
2026-08-05,3M,Wireless Telecommunications,41,7.4704376125671725,3.4017433332223357,3
2026-08-05,3M,Information Technology Services,42,7.064320838662871,2.9956265593180342,29
2026-08-05,3M,Regional Banks,43,6.713441269372806,2.6447469900279694,20
2026-08-05,3M,Finance/Rental/Leasing,44,6.589717695151415,2.521023415806578,55
2026-08-05,3M,Oil & Gas Production,45,6.534920538003947,2.46622625865911,2
2026-08-05,3M,Electrical Products,46,6.041050490434581,1.9723562110897443,52
2026-08-05,3M,Automotive Aftermarket,47,6.034083877104617,1.9653895977597804,8
2026-08-05,3M,Chemicals: Specialty,48,6.018770953287509,1.9500766739426725,47
2026-08-05,3M,Industrial Machinery,49,5.879497651641896,1.810803372297059,53
2026-08-05,3M,Homebuilding,50,5.516348907445515,1.4476546281006781,4
2026-08-05,3M,Hotels/Resorts/Cruise lines,51,5.417227399010666,1.348533119665829,16
2026-08-05,3M,Coal,52,5.0855639064854286,1.0168696271405917,4
2026-08-05,3M,Food: Major Diversified,53,4.8251373832592765,0.7564431039144397,5
2026-08-05,3M,Real Estate Investment Trusts,54,3.5067985621730964,-0.5618957171717405,7
2026-08-05,3M,Integrated Oil,55,3.329220480643101,-0.7394737987017357,4
2026-08-05,3M,Food: Specialty/Candy,56,3.2790109462778854,-0.7896833330669515,17
2026-08-05,3M,Multi-Line Insurance,57,2.901090499677019,-1.167603779667818,5
2026-08-05,3M,Construction Materials,58,2.8924736858754576,-1.1762205934693792,19
2026-08-05,3M,Engineering & Construction,59,2.535872874450616,-1.532821404894221,52
2026-08-05,3M,Life/Health Insurance,60,2.287189222642005,-1.7815050567028319,8
2026-08-05,3M,Semiconductors,61,1.8805712548193736,-2.1881230245254635,10
2026-08-05,3M,Investment Trusts/Mutual Funds,62,1.5582440823209822,-2.5104501970238546,6
2026-08-05,3M,Marine Shipping,63,1.217849047070449,-2.850845232274388,3
2026-08-05,3M,Aerospace & Defense,64,0.3945738499313474,-3.6741204294134895,9
2026-08-05,3M,Building Products,65,0.2787603178961474,-3.7899339614486895,13
2026-08-05,3M,Household/Personal Care,66,0.1845019255043021,-3.8841923538405347,11
2026-08-05,3M,Data Processing Services,67,-0.35916097907873235,-4.427855258423569,3
2026-08-05,3M,Trucks/Construction/Farm Machinery,68,-0.5839019899993949,-4.652596269344231,19
2026-08-05,3M,Agricultural Commodities/Milling,69,-0.7990023987337967,-4.867696678078634,23
2026-08-05,3M,Investment Managers,70,-0.816708824505454,-4.885403103850291,12
2026-08-05,3M,Financial Publishing/Services,71,-0.8389148209745421,-4.9076091003193785,2
2026-08-05,3M,Steel,72,-0.9196070351941628,-4.988301314538999,50
2026-08-05,3M,Major Banks,73,-0.97073856601229,-5.039432845357127,22
2026-08-05,3M,Chemicals: Agricultural,74,-2.7177097552673812,-6.786404034612218,25
2026-08-05,3M,Office Equipment/Supplies,75,-2.8471038130011044,-6.915798092345941,5
2026-08-05,3M,Food: Meat/Fish/Dairy,76,-2.8669419690367004,-6.935636248381537,6
2026-08-05,3M,Trucking,77,-2.9703436601563324,-7.039037939501169,3
2026-08-05,3M,Railroads,78,-3.297216110750376,-7.3659103900952125,2
2026-08-05,3M,Apparel/Footwear Retail,79,-3.555114783921443,-7.62380906326628,12
2026-08-05,3M,Gas Distributors,80,-3.7342806384440634,-7.8029749177889,6
2026-08-05,3M,Miscellaneous Manufacturing,81,-3.85272973828059,-7.9214240176254265,12
2026-08-05,3M,Other Metals/Minerals,82,-4.02445708665975,-8.093151366004587,15
2026-08-05,3M,Other Consumer Services,83,-4.713899708562266,-8.782593987907102,5
2026-08-05,3M,Oil Refining/Marketing,84,-5.097183887200224,-9.16587816654506,10
2026-08-05,3M,Major Telecommunications,85,-5.63595501857126,-9.704649297916097,5
2026-08-05,3M,Investment Banks/Brokers,86,-6.27083957410993,-10.339533853454768,22
2026-08-05,3M,Publishing: Newspapers,87,-6.322033932081366,-10.390728211426204,2
2026-08-05,3M,Electric Utilities,88,-6.4328998122217085,-10.501594091566545,23
2026-08-05,3M,Pulp & Paper,89,-6.896934956752633,-10.96562923609747,4
2026-08-05,3M,Alternative Power Generation,90,-6.936599908444298,-11.005294187789135,9
2026-08-05,3M,Tobacco,91,-7.319223749179564,-11.3879180285244,3
2026-08-05,3M,Specialty Insurance,92,-8.815739270426029,-12.884433549770865,2
2026-08-05,3M,Broadcasting,93,-9.353000937766007,-13.421695217110845,3
2026-08-05,3M,Industrial Conglomerates,94,-9.355358330853392,-13.424052610198228,4
2026-08-05,3M,Aluminum,95,-10.474208001934953,-14.54290228127979,4
